month,key,id,entity,shipper_price,distance,pickup_date,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,number_of_addresses,median_duration_days
"September 1, 2025",shp52724278ed0c4061,8925469,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp57ac852248e4fcd7,7898878,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp5b59bba0cd3af02f,9693949,Maersk,"1,221",131.46,"September 29, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,1
"September 1, 2025",shp5cac02cb3eea5d17,5790700,Al Bassami - Sugar,"1,700",958.75,"September 29, 2025, 2:30 PM",21.41,39.24,24.66,46.84,2,3
"September 1, 2025",shp5d31387ccbe58bb6,2402947,Barha - Nawaz,"2,000","1,365.61","September 29, 2025, 9:00 AM",21.4,39.24,26.25,49.96,2,3
"September 1, 2025",shp5d9124a7d4ba2c46,4048768,Hapag-Lloyd AG,"2,200",923.63,"September 8, 2025, 6:00 PM",26.44,50.19,26.43,50.18,3,5
"September 1, 2025",shp5fcbc8c1bd0349bf,1733908,Maersk Arabia Logistics Co,"1,950","1,075.62","September 24, 2025, 1:00 PM",23.99,38.26,24.55,46.88,2,2
"September 1, 2025",shp6065afc0b4404122,4047336,Maersk Arabia Logistics Co,800,223.71,"September 23, 2025, 3:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp64ebdeb5d890e310,7007688,Maersk,"3,660","1,467.99","September 27, 2025, 11:30 PM",26.89,49.49,21.28,39.19,3,3
"January 1, 2026",shp655f464f6481d500,5565897,Unilever - Maersk Arabia,"1,700",966.07,"January 13, 2026, 8:00 AM",21.48,39.17,24.62,46.86,2,2
"September 1, 2025",shp68d0feb71073de0c,1067858,Maersk,"1,943",736.81,"September 12, 2025, 11:30 PM",21.26,39.2,21.28,39.19,3,2
"September 1, 2025",shp699a0c5c44492c95,4083763,WANG KANG CERAMICS,"1,800","1,438.3","September 17, 2025, 8:00 PM",24,38.27,26.43,50.1,2,3
"September 1, 2025",shp6bede537aeddb1d7,6334627,WANG KANG CERAMICS,"1,650","1,040.75","September 25, 2025, 12:00 PM",24,38.27,24.6,46.78,2,2
"September 1, 2025",shp6d99ebd4c16da85e,7389986,Maersk,"3,660","1,467.99","September 29, 2025, 8:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp7e3d0e2935a8edb7,7318804,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp7fe26c2cb4047add,5806998,WANG KANG CERAMICS,900,"1,443.66","September 15, 2025, 5:00 PM",24,38.27,26.49,49.98,2,3
"September 1, 2025",shp8015e431c29332f1,7179368,Maersk,"1,943",736.81,"September 12, 2025, 11:30 PM",21.26,39.2,21.28,39.19,3,2
"September 1, 2025",shp832ed5ab8519e517,2498549,Maersk,"3,660","1,467.99","September 28, 2025, 7:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp84db76d82cb96f5a,1228289,Ma'aden,"3,550","1,395.59","September 21, 2025, 1:00 PM",26.97,49.63,21.47,39.14,2,3
"September 1, 2025",shp85944c970c1db289,2617665,WANG KANG CERAMICS,"1,800","1,443.66","September 27, 2025, 6:00 PM",24,38.27,26.49,49.98,2,3
"September 1, 2025",shp85a5ad52e95f8a7e,2505460,Maersk,"2,000","1,510.48","September 30, 2025, 11:30 PM",24.05,38.25,27.01,49.6,2,3
"September 1, 2025",shp89f40a1021b8b2ba,9880307,Maersk Arabia Logistics Co,800,223.71,"September 23, 2025, 3:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp8abf46b3622bf08c,3866500,Maersk,"1,221",131.46,"September 29, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,1
"September 1, 2025",shp8c1d980826efc677,7631202,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp8d6647185627ae97,1749372,Ma'aden,900,111.39,"September 24, 2025, 12:00 PM",26.97,49.63,26.23,49.97,2,1
"September 1, 2025",shp91a26eadbdf12e82,6378723,Maersk,"3,660","1,467.99","September 15, 2025, 4:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp91a7d9e92595928d,7741173,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shp938160985ffc0b46,5942169,Maersk Arabia Logistics Co,"1,950","1,089.58","September 19, 2025, 2:30 PM",24.09,38.14,24.6,46.86,2,2
"September 1, 2025",shp93d3ef933aafa3f6,1406388,WANG KANG CERAMICS,"1,800","1,438.3","September 28, 2025, 12:00 PM",24,38.27,26.43,50.1,2,3
"September 1, 2025",shp9bfbff12165a0751,6527458,Maersk,"3,660","1,467.99","September 13, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shp9d3c9db8a8d0dc56,2975271,Mansour Al Mousaad,"5,500","2,838.62","September 13, 2025, 1:00 PM",21.33,39.19,21.28,39.19,3,5
"September 1, 2025",shp9eb549eacf71ab5b,2170459,WANG KANG CERAMICS,"1,800","1,438.3","September 27, 2025, 7:00 PM",24,38.27,26.43,50.1,2,3
"September 1, 2025",shp9f7a7bf93c8960d6,5932588,Maersk,"1,221",131.46,"September 29, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,1
"September 1, 2025",shpa06ac5adc81bab66,6578169,Maersk,"3,660","1,467.99","September 29, 2025, 8:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpb14816bae1f7bbff,4657994,Maersk,"3,660","1,467.99","September 22, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpb4853f4f764ca859,9698041,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpb4c7c5b17a4623b6,8552201,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpb881c7631fa96cb8,3013195,Maersk,"3,660","1,467.99","September 10, 2025, 10:00 AM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpbc1057924c99f094,3666259,Maersk,"3,660","1,467.99","September 18, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpbc65d20f999e2b4,7874708,Maersk,"3,660","1,467.99","September 15, 2025, 11:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpc5395ad78de9e2a6,3833884,Maersk Arabia Logistics Co,800,223.71,"September 19, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpc58dc601bd4d32d5,8716120,WANG KANG CERAMICS,"1,800","1,438.99","September 25, 2025, 3:00 PM",24,38.27,26.47,50.01,2,3
"September 1, 2025",shpc616606f7931efe7,7729813,Maersk,"1,221",131.46,"September 29, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,1
"September 1, 2025",shpc9f763eb5d4602d6,2598307,Maersk,"3,660","1,467.99","September 10, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpcaf55bb440b3d3b6,3750378,Mansour Al Mousaad,"5,500","2,838.62","September 13, 2025, 1:00 PM",21.33,39.19,21.28,39.19,3,5
"September 1, 2025",shpd4945aa33b81f120,5300020,Maersk,"1,221",131.46,"September 29, 2025, 11:00 AM",21.31,39.15,21.28,39.19,3,1
"September 1, 2025",shpd734ff707278bb22,8459304,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpd9477a457357d087,8706126,Maersk,"3,660","1,467.99","September 15, 2025, 11:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpdbb11fa0716d2220,3415342,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpdc89a1de510f1185,9918914,WANG KANG CERAMICS,"1,650","1,070.7","September 21, 2025, 1:00 PM",24,38.27,24.55,46.82,2,2
"September 1, 2025",shpde498bf5ca01a8ea,8029693,CASH - شركة الطريق الرقمي للخدمات اللوجستية,"1,600","1,032.24","September 28, 2025, 4:00 PM",23.94,38.31,24.71,46.68,2,2
"September 1, 2025",shpde4bcfffc9e2ca8e,8794591,WANG KANG CERAMICS,"1,420",717.85,"September 27, 2025, 7:00 PM",24,38.27,26.38,43.99,2,1
"September 1, 2025",shpde7fd75d73c1cb7b,1098645,Hapag-Lloyd AG,"2,200",923.63,"September 8, 2025, 6:00 PM",26.44,50.19,26.43,50.18,3,5
"September 1, 2025",shpdf83a303d72349eb,1516519,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpe072e8047d60a2eb,2083843,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpe0ab44b6c4b0464e,4574016,Maersk,"3,660","1,467.99","September 10, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpe28b8286356e02b9,6717830,Maersk,"3,660","1,467.99","September 10, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpe3ae4807b1e5123e,4647676,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpeb5f3b115253bdcf,1336483,Maersk Arabia Logistics Co,800,223.71,"September 23, 2025, 3:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpf1cb553b2b712ed1,2648336,Maersk,"3,660","1,467.99","September 15, 2025, 4:30 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpf2217f469c6d7b65,9628012,Mansour Al Mousaad,"5,500","2,838.62","September 13, 2025, 1:00 PM",21.33,39.19,21.28,39.19,3,5
"September 1, 2025",shpf71e46e86263c310,6971328,Maersk,"3,660","1,467.99","September 10, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpf8af3d66a70f5ac2,3850320,NEW PORT KSA,"1,735","1,534.88","September 20, 2025, 11:00 PM",26.44,50.19,21.28,39.19,3,2.5
"September 1, 2025",shpfd0fc4b7ab4807f2,9985585,Maersk,"3,660","1,467.99","September 14, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"September 1, 2025",shpff8f09392181b0f2,8169819,Maersk,"3,660","1,467.99","September 25, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"January 1, 2026",shpffecdef2b98aeae1,7822765,Unilever - Maersk Arabia,"1,700",964.24,"January 12, 2026, 8:00 AM",21.48,39.17,24.62,46.86,2,2
"October 1, 2025",shp172e68c0ef9185f5,1864507,WANG KANG CERAMICS,900,"1,438.99","October 26, 2025, 1:30 PM",24,38.27,26.47,50.01,2,3
"October 1, 2025",shp17b6258fe977b77a,3807779,Yaqout Ceramic Co LTD,"1,650","1,063.54","October 10, 2025, 1:30 PM",23.99,38.27,24.6,46.77,2,2
"October 1, 2025",shp1bae100b22d6781d,6145719,Maersk,"3,660","1,467.99","October 7, 2025, 3:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp1f736382d4dbd099,2051438,RANCO,"2,300",717.13,"October 23, 2025, 11:30 PM",24.91,46.98,21.99,41.17,2,4
"October 1, 2025",shp26417bdc527d2f26,4181834,Yaqout Ceramic Co LTD,"1,800",0,"October 26, 2025, 1:30 PM",23.99,38.27,21.91,49.37,2,2
"October 1, 2025",shp265cf21cf45d6e00,7851786,Yaqout Ceramic Co LTD,"1,800","1,444.55","October 10, 2025, 1:30 PM",23.99,38.27,26.49,49.98,2,3
"October 1, 2025",shp2adccd4e7709e9e4,3865522,WANG KANG CERAMICS,"1,800","1,443.66","October 7, 2025, 5:00 PM",24,38.27,26.49,49.98,2,3
"October 1, 2025",shp2e0a25a389e28fb0,6584859,Mansour Al Mousaad,"5,500","2,841.2","October 16, 2025, 4:00 PM",21.28,39.19,21.28,39.19,3,5
"October 1, 2025",shp332c01beab333a7e,2132997,Maersk,"2,000","1,510.48","October 3, 2025, 6:00 PM",24.05,38.25,27.01,49.6,2,3
"October 1, 2025",shp4cfbec3463a4d517,1602615,NEBRAS ALKHALEEJ TRANSPORT CO,"1,350",499.36,"October 17, 2025, 11:30 PM",27.02,49.64,24.41,46.76,2,1.5
"October 1, 2025",shp51fe0e4567eeb6bf,4329281,Maersk,"3,660","1,467.99","October 19, 2025, 10:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp6119b3412f50f873,9799419,Maersk,"3,660","1,467.99","October 19, 2025, 10:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp65c78b32b7e621c8,3364364,Maersk,"3,660","1,467.99","October 6, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp66fb4c3c9e6d8750,5202315,ESPAC,"1,150",394.75,"October 27, 2025, 3:00 PM",26.28,49.96,24.73,46.75,2,1
"October 1, 2025",shp6722904b90f67a2d,1530879,ESPAC,"2,900","1,345.11","October 25, 2025, 3:00 PM",26.28,49.96,21.49,39.19,2,2
"October 1, 2025",shp67db37a7136a7943,7285879,Maersk,"2,950","1,419.16","October 28, 2025, 11:30 PM",27.01,49.59,21.25,39.22,2,3
"October 1, 2025",shp6dfd3f2ae388e4dd,4589931,Demas United Trading Company,"1,900","1,343.03","October 9, 2025, 4:00 PM",21.44,39.21,26.42,50.08,2,2.5
"October 1, 2025",shp7db5f0065a1a9730,3265355,SABIC - Maersk Arabia,"2,000","1,043.42","October 21, 2025, 3:00 PM",23.99,38.22,24.71,46.68,2,3
"October 1, 2025",shp7e3ef5aaa6a08257,7674640,RANCO,"2,300",908.59,"October 24, 2025, 1:00 PM",24.91,46.98,21.42,39.9,2,2.5
"October 1, 2025",shp80e50e9360ab0ff8,5512588,SABIC - Maersk Arabia,"2,000","1,112.53","October 20, 2025, 1:00 PM",23.99,38.26,24.31,47.17,2,3
"October 1, 2025",shp82dc50a071db8b5,4552666,Maersk,"3,660","1,467.99","October 19, 2025, 10:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp838b55e3cdf710a4,7013190,Mansour Al Mousaad,"5,500","2,841.2","October 16, 2025, 11:00 PM",21.28,39.19,21.28,39.19,3,5
"October 1, 2025",shp839c0d66cd921e6c,2891230,WANG KANG CERAMICS,"1,800","1,443.66","October 14, 2025, 2:30 PM",24,38.27,26.49,49.98,2,3
"October 1, 2025",shp9802598380f45ebf,6619071,Yaqout Ceramic Co LTD,"1,800","1,439.89","October 2, 2025, 7:00 PM",23.99,38.27,26.47,50.01,2,3
"October 1, 2025",shp9c0bda3263fad322,2149573,Maersk,"3,660","1,467.99","October 6, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpa00b4f2165761a0c,9535239,Delmon,"2,050","1,113.98","October 18, 2025, 2:00 PM",24.88,47.01,22.77,39.07,2,2.5
"October 1, 2025",shpa09766ac4e6283d2,7811529,Maersk,"3,660","1,467.99","October 13, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpa0fae3c7553615c9,1121909,Maersk,"3,660","1,467.99","October 21, 2025, 8:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpaca962c26448bb47,6437572,F & F Enterprises PTE LTD,"3,600","1,499.78","October 18, 2025, 11:00 PM",26.44,50.19,26.43,50.18,3,3
"October 1, 2025",shpae641c458c28cb52,7396458,Yaqout Ceramic Co LTD,"1,800","1,439.89","October 11, 2025, 6:00 PM",23.99,38.27,26.47,50.01,2,3
"October 1, 2025",shpb20fa0dbcd3eed4b,8711532,Advance Pipe,"3,100","1,452.72","October 22, 2025, 9:00 AM",26.28,49.96,22.64,39.05,2,2
"December 1, 2025",shpba07f55bfe134e4a,8274312,BDP,"3,850","1,423.15","December 24, 2025, 3:00 PM",26.44,50.19,21.28,39.19,3,3
"October 1, 2025",shpc292abc728e85859,9028605,ESPAC,"2,900","1,345.11","October 22, 2025, 12:00 PM",26.28,49.96,21.49,39.19,2,2
"October 1, 2025",shpc473802d93aa1049,7253528,Yaqout Ceramic Co LTD,"1,800",0,"October 9, 2025, 8:30 PM",23.99,38.27,21.91,49.37,2,2
"October 1, 2025",shpc8a101497cd0fb72,5124238,F & F Enterprises PTE LTD,"2,200",840.57,"October 16, 2025, 8:30 PM",26.44,50.19,26.43,50.18,3,2
"October 1, 2025",shpcdc74ee157a8179e,7474178,SABIC - Maersk Arabia,"3,100","1,471.99","October 15, 2025, 3:30 PM",24.05,38.26,26.27,49.97,2,3
"December 1, 2025",shpd661253fb12047d1,1999393,BDP,"3,850","1,423.15","December 24, 2025, 3:00 PM",26.44,50.19,21.28,39.19,3,3
"October 1, 2025",shpe78f9a26bbf556fe,1027873,Yaqout Ceramic Co LTD,"1,800","1,458.95","October 22, 2025, 5:30 PM",23.99,38.27,26.28,49.97,2,3
"December 1, 2025",shpe9906256158c9eb4,5128351,BDP,"3,850","1,423.15","December 24, 2025, 3:00 PM",26.44,50.19,21.28,39.19,3,3
"October 1, 2025",shpeb2e7a93b534832,9383993,Saudi Paper Manufacturing SPM,"2,900","1,342.37","October 28, 2025, 10:30 AM",26.26,49.98,21.5,39.2,2,3
"October 1, 2025",shpf0ac0a2c4d25e98a,9025059,Omas Al Zahid,"2,500",812.46,"October 13, 2025, 10:00 AM",21.81,39.11,27.51,41.72,2,1
"October 1, 2025",shpf1b3671342566354,8198855,Maersk,"3,660","1,467.99","October 19, 2025, 10:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpf77bdc31bc29ca9d,8892611,Maersk,"3,660","1,467.99","October 12, 2025, 10:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpfdcb37ebdfc6a76a,2289657,Maersk,"3,660","1,467.99","October 6, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"August 1, 2025",shpff1dcfffbd7c1298,2160253,Maersk,"4,100","1,465.55","August 6, 2025, 1:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp11f3631675b8e76,7518716,Mansour Al Mousaad,"5,500","2,841.2","October 15, 2025, 11:00 PM",21.28,39.19,21.28,39.19,3,5
"October 1, 2025",shp1feff6d78600c1b3,4396713,Maersk,"3,660","1,467.99","October 6, 2025, 6:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp2a1bd6a6a028da1f,6629457,Saudi Paper Manufacturing SPM,"2,900","1,342.37","October 30, 2025, 10:30 AM",26.26,49.98,21.5,39.2,2,3
"October 1, 2025",shp2b1e8a24f2adf47c,3308385,Maersk,"2,000","1,510.48","October 1, 2025, 11:30 PM",24.05,38.25,27.01,49.6,2,3
"October 1, 2025",shp389d816ea2377d4c,5296613,Yaqout Ceramic Co LTD,"1,800","1,443.93","October 17, 2025, 5:30 PM",23.99,38.27,26.5,49.97,2,3
"October 1, 2025",shp58d3d38da594cad3,5680692,Maersk,"2,950","1,400.43","October 29, 2025, 11:30 PM",27.01,49.59,21.48,39.17,2,3
"October 1, 2025",shp6121e0ca9099e501,5301229,Demas United Trading Company,"2,000","1,385.17","October 5, 2025, 11:30 PM",21.32,39.22,26.39,50.15,3,3
"October 1, 2025",shp62a33fad03d672bd,4594331,Maersk,"3,000","1,435.17","October 7, 2025, 5:00 PM",21.33,39.19,27.02,49.67,3,3
"October 1, 2025",shp67a17896e39a635d,2052356,Al Babtin,"1,400",536.71,"October 25, 2025, 5:00 PM",25.93,49.96,28.38,45.96,2,1
"October 1, 2025",shp70781393d49de199,8368691,Yaqout Ceramic Co LTD,"1,650","1,070.73","October 24, 2025, 12:30 PM",23.99,38.27,24.55,46.82,2,2
"October 1, 2025",shp710e0467cb9c3a07,5585595,Yaqout Ceramic Co LTD,"1,800","1,444.77","October 6, 2025, 5:00 PM",23.99,38.27,26.5,49.97,2,3
"October 1, 2025",shp7e24496cd91c3ff0,9653500,Yaqout Ceramic Co LTD,"1,800","1,458.95","October 18, 2025, 7:00 PM",23.99,38.27,26.28,49.97,2,3
"October 1, 2025",shp8f368a23254b92e,1514932,SAVOLA - Afia,"2,200","1,331.06","October 15, 2025, 11:00 AM",21.43,39.23,26.26,49.91,2,3
"October 1, 2025",shp974526b76979d281,8777270,Maersk,"3,660","1,467.99","October 11, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shp9cc418028f259faf,6796902,Al Babtin,"1,400",536.71,"October 26, 2025, 3:00 PM",25.93,49.96,28.38,45.96,2,1
"October 1, 2025",shp9d65d9212b63cb6f,4640798,F & F Enterprises PTE LTD,"2,200",840.55,"October 23, 2025, 7:00 PM",26.44,50.19,26.43,50.18,3,2
"October 1, 2025",shpa0f2718fb950f90b,9632104,Maersk,"3,660","1,467.99","October 19, 2025, 10:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpac89bd4c5a904c23,6972847,Maersk,"3,660","1,467.99","October 2, 2025, 10:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpacd105133c4b1ef9,8294278,Maersk,"3,660","1,467.99","October 10, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpb5605d52698f4cc4,2125962,Maersk,"3,660","1,467.99","October 2, 2025, 10:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpb9b65a1e7124d480,1131781,Mansour Al Mousaad,"5,500","2,841.06","October 12, 2025, 11:00 PM",21.33,39.19,21.28,39.19,3,5
"October 1, 2025",shpbdc4d92f34531e1f,9566727,Maersk,"3,660","1,467.99","October 9, 2025, 11:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpbe3de2571b4d8e7e,8676154,Maersk,"2,950","1,419.16","October 28, 2025, 11:30 PM",27.01,49.59,21.25,39.22,2,3
"October 1, 2025",shpc1923135d6ac8236,6269063,CRANE WORLDWIDE LOGISTICS,"1,300",48.7,"October 12, 2025, 9:00 PM",26.43,50.17,26.43,50.18,3,1
"October 1, 2025",shpc7a98de46c6124f5,7080727,Omas Al Zahid,"3,500","1,252.81","October 9, 2025, 1:00 PM",21.2,41.6,26.96,49.65,2,2
"October 1, 2025",shpc93ae5483842767a,4977705,Maersk,"3,660","1,467.99","October 19, 2025, 10:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpcb124fed67cbffe6,5981803,F & F Enterprises PTE LTD,"2,200",840.57,"October 18, 2025, 11:00 PM",26.44,50.19,26.43,50.18,3,2
"October 1, 2025",shpcd4ee5c61721461a,5011929,Yaqout Ceramic Co LTD,"1,650","1,063.54","October 10, 2025, 1:30 PM",23.99,38.27,24.6,46.77,2,2
"October 1, 2025",shpd5d1051cacb45f0a,9281548,Altaaqa Al Zahid,"2,500",659.79,"October 24, 2025, 12:00 PM",21.81,39.1,26.53,40.55,2,2
"October 1, 2025",shpdf45b172e2767a91,4460989,Maersk,"3,660","1,467.99","October 2, 2025, 10:30 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpe17e16031f5bfb62,3246721,Demas United Trading Company,"2,000","1,385.17","October 5, 2025, 11:30 PM",21.32,39.22,26.39,50.15,3,3
"October 1, 2025",shpe2a3d1f91a0ada1e,7514514,Mansour Al Mousaad,"5,500","2,841.06","October 12, 2025, 11:00 PM",21.33,39.19,21.28,39.19,3,5
"October 1, 2025",shpeb6b4b197567cb07,8409459,F & F Enterprises PTE LTD,"2,200",840.57,"October 17, 2025, 4:00 PM",26.44,50.19,26.43,50.18,3,2
"October 1, 2025",shpf16c9474057babbf,7787606,Maersk,"3,660","1,467.99","October 6, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"November 1, 2025",shp11ff60cb6d173d27,8608532,هضاب الخليج HKC,"1,450","1,079.52","November 29, 2025, 5:00 PM",24.04,38.22,24.56,46.87,2,2
"November 1, 2025",shp1eea2ab5eef689a,5542878,THABAT CONSTRACTION COMPANY LTD,"1,800",851.08,"November 2, 2025, 5:00 AM",24.5,39.71,24.95,46.84,2,2
"November 1, 2025",shp834b22ad1a20c604,2462111,Maersk,"2,900","1,391.05","November 4, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp8c5092fc3c5e1d72,9135610,WANG KANG CERAMICS,"1,420",682.61,"November 11, 2025, 6:00 PM",24,38.27,26.21,43.48,2,1
"November 1, 2025",shp90fde687ea62464e,3196599,SAVOLA - Afia,"1,850",955.43,"November 18, 2025, 1:00 PM",21.43,39.23,24.66,46.84,2,2
"November 1, 2025",shp9dc19c7c37cfade9,5994740,Yaqout Ceramic Co LTD,"1,420",682.59,"November 5, 2025, 5:00 PM",23.99,38.27,26.21,43.48,2,1
"November 1, 2025",shp9f823dbd06887e98,3060813,Maersk - Jeddah,"1,221",162.89,"November 10, 2025, 5:00 PM",21.26,39.2,21.28,39.19,3,2
"November 1, 2025",shpa40e4d41efbf4475,3138355,RANCO,"2,300",757.07,"November 14, 2025, 12:00 PM",24.91,46.98,19.98,42.59,2,2
"November 1, 2025",shpb2ba1624d6eda8ae,9550655,Maersk,"2,900","1,391.05","November 25, 2025, 1:00 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpb4380177f23516f7,8440341,SAVOLA - Afia,"1,950",943.92,"November 20, 2025, 1:00 PM",21.43,39.23,24.57,46.83,2,2
"November 1, 2025",shpc30db7f291f8823d,1605234,Al Barrak Logistics,"1,100",0,"November 15, 2025, 6:00 PM",22.77,39.07,22.77,39.07,3,1
"November 1, 2025",shpd9b950c12afbb296,2303690,Maersk,"2,900","1,391.05","November 25, 2025, 1:00 PM",27.01,49.6,21.48,39.17,2,3
"January 1, 2026",shpdd8a602f15aecc46,4371836,SABIC - Maersk Arabia,700,36.73,"January 11, 2026, 12:00 PM",24.59,46.86,24.71,46.68,2,1.5
"January 1, 2026",shpeb77322c3603c8ca,2419390,THABAT CONSTRACTION COMPANY LTD,"3,800",851.08,"January 14, 2026, 8:00 AM",24.5,39.71,24.95,46.84,2,2
"January 1, 2026",shp3336573ccab89a62,6006265,THABAT CONSTRACTION COMPANY LTD,"3,800",851.08,"January 11, 2026, 8:00 AM",24.5,39.71,24.95,46.84,2,2
"December 1, 2025",shp4f441868a9e0b024,7808052,WANG KANG CERAMICS,"1,800","1,443.82","December 26, 2025, 8:00 AM",24,38.27,26.5,49.97,2,3
"January 1, 2026",shpc00e5f9b62ce3f30,3969138,Binzagr Logistics Company,"2,850","1,047.7","January 10, 2026, 10:00 PM",22.5,39.13,24.62,46.86,2,2
"January 1, 2026",shpe274d1ed9f4d8e04,9623411,Binzagr Logistics Company,"1,895",943.36,"January 8, 2026, 11:00 AM",21.44,39.34,24.62,46.86,2,2
"January 1, 2026",shpe3d6d5fa6178d6d2,3547007,SAVOLA - Afia,"2,200","1,342.24","January 14, 2026, 8:00 AM",21.43,39.23,26.42,50.09,2,3
"January 1, 2026",shp28a5f4d4f9ca6a90,5491184,SABIC - Maersk Arabia,"2,000","1,143.15","January 13, 2026, 10:00 PM",23.99,38.24,24.15,47.34,2,3
"January 1, 2026",shp7d8cf84f2c7e5382,4520518,SABIC - Maersk Arabia,"2,000","1,143.15","January 13, 2026, 10:00 PM",23.99,38.24,24.15,47.34,2,3
"January 1, 2026",shpb650b327b588a6db,5447017,Maersk PLF,"2,900","1,400.43","January 10, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
